"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"2361" "RRN7" "GO:0005730" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2362" "RRN9" "GO:0005730" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2363" "RRP1" "GO:0005634" "GO:0030687" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2364" "RRP12" "GO:0030686" "GO:0005737" "GO:0005634" "GO:0005840" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2365" "RRP14" "GO:0022625" "GO:0005730" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2366" "RRP15" "GO:0005634" "GO:0030687" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2367" "RRP36" "GO:0030686" "GO:0005730" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2368" "RRP4" "GO:0000177" "GO:0000176" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2369" "RRP40" "GO:0000177" "GO:0000176" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2370" "RRP42" "GO:0000177" "GO:0000176" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2371" "RRP43" "GO:0031981" "GO:0005737" "GO:0000177" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2372" "RRP45" "GO:0031981" "GO:0000177" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2373" "RRP46" "GO:0000176" "GO:0000177" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2374" "RRP5" "GO:0005730" "GO:0032040" "GO:0030686" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2375" "RRP6" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2376" "RRP7" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2377" "RRP9" "GO:0032040" "GO:0030686" "GO:0005730" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2378" "RRS1" "GO:0031981" "GO:0030687" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2379" "RRT12" "GO:0005635" "GO:0005619" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2380" "RRT2" "GO:0005737" "GO:0005768" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2381" "RRT8" "GO:0016021" "GO:0005619" "GO:0005628" "GO:0005811" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2382" "RSA3" "GO:0030687" "GO:0005730" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2383" "RSA4" "GO:0005730" "GO:0005840" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2384" "RSB1" "GO:0016021" "GO:0071944" "GO:0005783" "GO:0005886" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2385" "RSC3" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2386" "RSC8" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2387" "RSE1" "GO:0005686" "GO:0071004" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2388" "RSF1" "GO:0005634" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2389" "RSF2" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2390" "RSM10" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2391" "RSM18" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2392" "RSM19" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2393" "RSM22" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2394" "RSM23" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2395" "RSM24" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2396" "RSM25" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2397" "RSM26" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2398" "RSM27" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2399" "RSM28" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2400" "RSM7" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2401" "RSN1" "GO:0000329" "GO:0016021" "GO:0016020" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2402" "RSP5" "GO:0005794" "GO:0010008" "GO:0005739" "GO:0000151" "GO:0031234" "GO:0005634" "GO:0005934" "GO:0005737" "GO:0005886" NA NA NA NA NA NA NA NA NA NA
"2403" "RSR1" "GO:0005935" "GO:0005886" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2404" "RTA1" "GO:0016021" "GO:0005886" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2405" "RTC1" "GO:0005840" "GO:0035859" "GO:0000324" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2406" "RTC2" "GO:0005739" "GO:0071627" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2407" "RTC3" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2408" "RTC4" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2409" "RTF1" "GO:0005634" "GO:0035327" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2410" "RTG1" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2411" "RTG2" "GO:0046695" "GO:0005737" "GO:0035327" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2412" "RTG3" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2413" "RTN1" "GO:0005739" "GO:0005783" "GO:0005794" "GO:0030176" "GO:0071782" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2414" "RTN2" "GO:0005737" "GO:0005634" "GO:0071782" "GO:0005783" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2415" "RTR1" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2416" "RTR2" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2417" "RTS1" "GO:0005634" "GO:0005935" "GO:0005737" "GO:0000775" "GO:0000776" "GO:0005816" NA NA NA NA NA NA NA NA NA NA NA NA NA
"2418" "RTS2" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2419" "RTS3" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2420" "RTT10" "GO:0005737" "GO:0005768" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2421" "RTT101" "GO:0005737" "GO:0005634" "GO:0035361" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2422" "RTT102" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2423" "RTT103" "GO:0035861" "GO:0000790" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2424" "RTT105" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2425" "RTT107" "GO:0005634" "GO:0035361" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2426" "RUD3" "GO:0005794" "GO:0000139" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2427" "RUP1" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2428" "RVB1" "GO:0005634" "GO:0097255" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2429" "RVB2" "GO:0005634" "GO:0097255" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2430" "RVS161" "GO:0030479" "GO:0043332" "GO:0005937" "GO:0045121" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2431" "RVS167" "GO:0030479" "GO:0043332" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2432" "RXT2" "GO:0005634" "GO:0005829" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2433" "RXT3" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2434" "SAC1" "GO:0005797" "GO:0005739" "GO:0030173" "GO:0030176" "GO:0035339" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2435" "SAC3" "GO:0005643" "GO:0070390" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2436" "SAC6" "GO:0005886" "GO:0005934" "GO:0005737" "GO:0043332" "GO:0030479" "GO:0032432" NA NA NA NA NA NA NA NA NA NA NA NA NA
"2437" "SAE2" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2438" "SAL1" "GO:0005739" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2439" "SAM3" "GO:0005886" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2440" "SAM35" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2441" "SAM37" "GO:0005739" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2442" "SAM4" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2443" "SAM50" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2444" "SAN1" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2445" "SAP185" "GO:0005737" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2446" "SAP30" "GO:0000118" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2447" "SAP4" "GO:0005737" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2448" "SAR1" "GO:0070971" "GO:0030127" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2449" "SAS10" "GO:0032040" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2450" "SAS2" "GO:0044454" "GO:0033255" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2451" "SAS3" "GO:0033100" "GO:1990467" "GO:1990468" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2452" "SAS4" "GO:0044454" "GO:0033255" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2453" "SAS5" "GO:0044454" "GO:0033255" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2454" "SAT4" "GO:0005737" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2455" "SAY1" "GO:0005783" "GO:0005811" "GO:0005788" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2456" "SBA1" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2457" "SBP1" "GO:0005730" "GO:0000932" "GO:0010494" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2458" "SCC2" "GO:0005829" "GO:0005634" "GO:0005729" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2459" "SCC4" "GO:0032116" "GO:0000790" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2460" "SCD5" "GO:0030479" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2461" "SCD6" "GO:0010494" "GO:0000932" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2462" "SCH9" "GO:0005737" "GO:0000329" "GO:0000785" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2463" "SCL1" "GO:0005737" "GO:0005739" "GO:0042175" "GO:0034515" "GO:0005634" "GO:0019773" NA NA NA NA NA NA NA NA NA NA NA NA NA
"2464" "SCM3" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2465" "SCM4" "GO:0005739" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2466" "SCO1" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2467" "SCO2" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2468" "SCP160" "GO:0042175" "GO:0005844" "GO:0005789" "GO:0005783" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2469" "SCS2" "GO:0005934" "GO:0005935" "GO:0005783" "GO:0005635" "GO:0031965" "GO:0030176" NA NA NA NA NA NA NA NA NA NA NA NA NA
"2470" "SCS3" "GO:0016021" "GO:0005783" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2471" "SCS7" "GO:0016021" "GO:0016020" "GO:0005783" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2472" "SCT1" "GO:0005783" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2473" "SCW10" "GO:0005737" "GO:0005783" "GO:0009277" "GO:0005576" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2474" "SCW4" "GO:0009277" "GO:0005576" "GO:0005773" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2475" "SDH1" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2476" "SDH2" "GO:0005739" "GO:0000329" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2477" "SDH3" "GO:0005739" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2478" "SDH4" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2479" "SDH5" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2480" "SDH7" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2481" "SDH8" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2482" "SDO1" "GO:0030687" "GO:0005737" "GO:0005634" "GO:0005844" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2483" "SDP1" "GO:0005829" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2484" "SDS22" "GO:0005634" "GO:0005737" "GO:0000164" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2485" "SDS23" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2486" "SDS3" "GO:0005634" "GO:0005829" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2487" "SEA4" "GO:0035859" "GO:0005737" "GO:0097042" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2488" "SEC1" "GO:0005935" "GO:0005886" "GO:0005934" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2489" "SEC10" "GO:0000145" "GO:0043332" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2490" "SEC11" "GO:0005787" "GO:0005783" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2491" "SEC12" "GO:0005783" "GO:0005794" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2492" "SEC13" "GO:0035859" "GO:0030127" "GO:0031080" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2493" "SEC14" "GO:0005829" "GO:0000139" "GO:0005794" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2494" "SEC15" "GO:0043332" "GO:0000145" "GO:0005935" "GO:0005628" "GO:0005934" "GO:0000131" NA NA NA NA NA NA NA NA NA NA NA NA NA
"2495" "SEC16" "GO:0070971" "GO:0012507" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2496" "SEC17" "GO:0000329" "GO:0019898" "GO:0005829" "GO:0031201" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2497" "SEC18" "GO:0043332" "GO:0005794" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2498" "SEC2" "GO:0005935" "GO:0005829" "GO:0043332" "GO:0030133" "GO:0005934" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2499" "SEC20" "GO:0005777" "GO:0031201" "GO:0005783" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2500" "SEC21" "GO:0030126" "GO:0005768" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2501" "SEC22" "GO:0016021" "GO:0005783" "GO:0005794" "GO:0031201" "GO:0012507" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2502" "SEC26" "GO:0030135" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2503" "SEC28" "GO:0030126" "GO:0005768" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2504" "SEC3" "GO:0005935" "GO:0005934" "GO:0005737" "GO:0043332" "GO:0000131" "GO:0000145" "GO:0005628" NA NA NA NA NA NA NA NA NA NA NA NA
"2505" "SEC31" "GO:0043332" "GO:0030127" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2506" "SEC39" "GO:0005789" "GO:0005777" "GO:0005635" "GO:0005783" "GO:0070939" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2507" "SEC4" "GO:0030133" "GO:0031982" "GO:0005739" "GO:0030478" "GO:0000131" "GO:0005886" "GO:0043332" NA NA NA NA NA NA NA NA NA NA NA NA
"2508" "SEC5" "GO:0005935" "GO:0005934" "GO:0005628" "GO:0000145" "GO:0043332" "GO:0000131" NA NA NA NA NA NA NA NA NA NA NA NA NA
"2509" "SEC59" "GO:0005789" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2510" "SEC6" "GO:0000145" "GO:0005934" "GO:0005935" "GO:0043332" "GO:0005628" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2511" "SEC61" "GO:0005784" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2512" "SEC62" "GO:0016021" "GO:0005789" "GO:0031207" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2513" "SEC63" "GO:0016021" "GO:0005739" "GO:0005789" "GO:0031207" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2514" "SEC66" "GO:0016021" "GO:0031207" "GO:0005789" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2515" "SEC7" "GO:0005802" "GO:0005798" "GO:0005829" "GO:0005770" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2516" "SEC72" "GO:0005789" "GO:0031207" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2517" "SEC8" "GO:0005934" "GO:0005628" "GO:0043332" "GO:0000145" "GO:0005935" "GO:0000131" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA
"2518" "SEC9" "GO:0019897" "GO:0031201" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2519" "SED1" "GO:0009277" "GO:0005840" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2520" "SED4" "GO:0030176" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2521" "SED5" "GO:0031201" "GO:0005801" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2522" "SEG1" "GO:0032126" "GO:0005737" "GO:0005840" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2523" "SEH1" "GO:0035859" "GO:0031080" "GO:0005643" "GO:0000329" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2524" "SEM1" "GO:0005634" "GO:0005829" "GO:0008541" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2525" "SEN1" "GO:0005737" "GO:0035649" "GO:0005634" "GO:0005657" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2526" "SEN2" "GO:0005739" "GO:0000214" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2527" "SEN34" "GO:0005739" "GO:0000214" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2528" "SEN54" "GO:0000214" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2529" "SEO1" "GO:0016021" "GO:0016020" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2530" "SER2" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2531" "SET2" "GO:0005634" "GO:0005829" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2532" "SET3" "GO:0000790" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2533" "SET5" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2534" "SEY1" "GO:0005783" "GO:0016021" "GO:0032541" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2535" "SFA1" "GO:0005739" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2536" "SFB3" "GO:0043332" "GO:0030127" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2537" "SFC1" "GO:0005739" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2538" "SFG1" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2539" "SFH5" "GO:0005829" "GO:0005737" "GO:0005634" "GO:0005886" "GO:0071944" "GO:0032541" NA NA NA NA NA NA NA NA NA NA NA NA NA
"2540" "SFK1" "GO:0005886" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2541" "SFP1" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2542" "SFT1" "GO:0000138" "GO:0031201" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2543" "SFT2" "GO:0000138" "GO:0016021" "GO:0000139" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2544" "SGA1" "GO:0005628" "GO:0000324" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2545" "SGD1" "GO:0097078" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2546" "SGE1" "GO:0005887" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2547" "SGF11" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2548" "SGF29" "GO:0000123" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2549" "SGF73" "GO:0005634" "GO:0005829" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2550" "SGM1" "GO:0030137" "GO:0005794" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2551" "SGO1" "GO:0005634" "GO:0000775" "GO:0005816" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2552" "SGS1" "GO:0005634" "GO:0031422" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2553" "SGT2" "GO:0072380" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2554" "SGV1" "GO:0000307" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2555" "SHB17" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2556" "SHE1" "GO:0015630" "GO:0005935" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2557" "SHE2" "GO:0005789" "GO:0005934" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2558" "SHE3" "GO:0005737" "GO:0005934" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2559" "SHG1" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2560" "SHH4" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2561" "SHM2" "GO:0005886" "GO:0043332" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2562" "SHO1" "GO:0043332" "GO:0044697" "GO:0005886" "GO:0005933" "GO:0005935" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA
"2563" "SHP1" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2564" "SHQ1" "GO:0005829" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2565" "SHR3" "GO:0030176" "GO:0043332" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2566" "SHR5" "GO:0031211" "GO:0042406" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2567" "SHS1" "GO:0043332" "GO:0005628" "GO:0005935" "GO:0000144" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2568" "SHU1" "GO:0097196" "GO:0035861" "GO:0005730" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2569" "SHU2" "GO:0097196" "GO:0035861" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2570" "SHY1" "GO:0005739" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2571" "SIC1" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2572" "SIF2" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2573" "SIN3" "GO:0000790" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2574" "SIN4" "GO:0044451" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2575" "SIP1" "GO:0000324" "GO:0031588" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2576" "SIP2" "GO:0031588" "GO:0005737" "GO:0005886" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2577" "SIP3" "GO:0005886" "GO:0005737" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
