"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"1190" "INP52" "GO:0005737" "GO:0043332" "GO:0030479" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1191" "INP53" "GO:0005737" "GO:0016020" "GO:0030479" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1192" "IPI1" "GO:0097344" "GO:0005634" "GO:0030687" "GO:0005829" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1193" "IPI3" "GO:0005634" "GO:0097344" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1194" "IPL1" "GO:0015630" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1195" "IPP1" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1196" "IQG1" "GO:0000142" "GO:0005935" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1197" "IRA1" "GO:0005739" "GO:0016020" "GO:0016021" "GO:0031235" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1198" "IRA2" "GO:0031235" "GO:0005739" "GO:0005789" "GO:0005737" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1199" "IRC15" "GO:0005737" "GO:0005874" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1200" "IRC20" "GO:0005739" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1201" "IRC24" "GO:0016021" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1202" "IRC4" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1203" "IRC8" "GO:0016021" "GO:0005933" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1204" "IRE1" "GO:0005634" "GO:0030176" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1205" "IRR1" "GO:0005634" "GO:0005829" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1206" "IRS4" "GO:0005739" "GO:0000407" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1207" "ISA2" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1208" "ISC1" "GO:0005739" "GO:0005783" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1209" "ISD11" "GO:1990221" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1210" "IST1" "GO:0005768" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1211" "IST2" "GO:0016021" "GO:0005886" "GO:0033101" "GO:0032541" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1212" "IST3" "GO:0005686" "GO:0070274" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1213" "ISU1" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1214" "ISW1" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1215" "ISW2" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1216" "ISY1" "GO:0071014" "GO:0005684" "GO:0000974" "GO:0071020" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1217" "ITC1" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1218" "ITR1" "GO:0016020" "GO:0005886" "GO:0016021" "GO:0000329" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1219" "ITR2" "GO:0005886" "GO:0016021" "GO:0016020" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1220" "IWR1" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1221" "IZH1" "GO:0016021" "GO:0005783" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1222" "IZH2" "GO:0005886" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1223" "IZH3" "GO:0005575" "GO:0005783" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1224" "IZH4" "GO:0016021" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1225" "JEM1" "GO:0042175" "GO:0005783" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1226" "JEN1" "GO:0016021" "GO:0005739" "GO:0005886" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1227" "JHD2" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1228" "JIP5" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1229" "JJJ1" "GO:0005829" "GO:0030687" "GO:0005737" "GO:0005730" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1230" "JJJ2" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1231" "JJJ3" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1232" "JNM1" "GO:0000235" "GO:0005869" "GO:0005938" "GO:0005816" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1233" "JSN1" "GO:0032473" "GO:0009277" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1234" "KAE1" "GO:0005737" "GO:0005634" "GO:0000408" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1235" "KAP104" "GO:0005829" "GO:0016021" "GO:0005935" "GO:0005934" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1236" "KAP114" "GO:0005634" "GO:0005737" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1237" "KAP120" "GO:0016021" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1238" "KAP122" "GO:0005643" "GO:0005737" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1239" "KAP123" "GO:0005737" "GO:0005634" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1240" "KAP95" "GO:0005643" "GO:0000176" "GO:0016021" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1241" "KAR2" "GO:0005783" "GO:0034099" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1242" "KAR3" "GO:0005881" "GO:0005816" "GO:0016021" "GO:0005874" "GO:0005634" "GO:0000922" NA NA NA NA NA NA NA NA NA NA NA NA NA
"1243" "KAR4" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1244" "KAR5" "GO:0005739" "GO:0005789" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1245" "KAR9" "GO:0043332" "GO:0005938" "GO:0005816" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1246" "KCC4" "GO:0005886" "GO:0005935" "GO:0032156" "GO:0000131" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1247" "KCH1" "GO:0005937" "GO:0016021" "GO:0000324" "GO:0005887" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1248" "KEG1" "GO:0030176" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1249" "KEI1" "GO:0005737" "GO:0005794" "GO:0016021" "GO:0030173" "GO:0070916" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1250" "KEL1" "GO:0005935" "GO:0005934" "GO:0043332" "GO:0005938" "GO:0005628" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA
"1251" "KEL2" "GO:0043332" "GO:0005934" "GO:0005935" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1252" "KES1" "GO:0019898" "GO:0000139" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1253" "KGD1" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1254" "KGD2" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1255" "KHA1" "GO:0016021" "GO:0005794" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1256" "KIC1" "GO:0043332" "GO:0005933" "GO:0000131" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1257" "KIN1" "GO:0005886" "GO:0009898" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1258" "KIN28" "GO:0005634" "GO:0005829" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1259" "KIN4" "GO:0005935" "GO:0005816" "GO:0005938" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1260" "KIP1" "GO:0005634" "GO:0015630" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1261" "KIP2" "GO:0015630" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1262" "KIP3" "GO:0015630" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1263" "KNH1" "GO:0009277" "GO:0005576" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1264" "KNS1" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1265" "KOG1" "GO:0005739" "GO:0000329" "GO:0005886" "GO:0031931" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1266" "KRE1" "GO:0016021" "GO:0009277" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1267" "KRE28" "GO:0000775" "GO:0000778" "GO:0005816" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1268" "KRE29" "GO:0030915" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1269" "KRE33" "GO:0030686" "GO:0005730" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1270" "KRE6" "GO:0016021" "GO:0030176" "GO:0030427" "GO:0005886" "GO:0030133" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1271" "KRI1" "GO:0005730" "GO:0030686" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1272" "KRR1" "GO:0005730" "GO:0030686" "GO:0032040" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1273" "KSP1" "GO:0005634" "GO:0010494" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1274" "KTI11" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1275" "KTI12" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1276" "KTR1" "GO:0005794" "GO:0000329" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1277" "KTR3" "GO:0000324" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1278" "KXD1" "GO:0005768" "GO:0031083" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1279" "LAA1" "GO:0030136" "GO:0005840" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1280" "LAC1" "GO:0016021" "GO:0061576" "GO:0005783" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1281" "LAG1" "GO:0005783" "GO:0016021" "GO:0061576" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1282" "LAP2" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1283" "LAP3" "GO:0005739" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1284" "LAS1" "GO:0005739" "GO:0030687" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1285" "LAS17" "GO:0043332" "GO:0005737" "GO:0030479" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1286" "LAS21" "GO:0016021" "GO:0030176" "GO:0005887" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1287" "LAT1" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1288" "LCB1" "GO:0017059" "GO:0035339" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1289" "LCB2" "GO:0017059" "GO:0035339" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1290" "LCB3" "GO:0005783" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1291" "LCB4" "GO:0005886" "GO:0005783" "GO:0032541" "GO:0005794" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1292" "LCB5" "GO:0005794" "GO:0016020" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1293" "LCD1" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1294" "LCP5" "GO:0030532" "GO:0005732" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1295" "LDB16" "GO:0005739" "GO:0005811" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1296" "LDB17" "GO:0005935" "GO:0005737" "GO:0030479" "GO:0005933" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1297" "LDB18" "GO:0005938" "GO:0005816" "GO:0000235" "GO:0005869" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1298" "LDB19" "GO:0005737" "GO:0030136" "GO:0005886" "GO:0005794" "GO:0005829" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1299" "LDS1" "GO:0005628" "GO:0005811" "GO:0005619" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1300" "LDS2" "GO:0005811" "GO:0005737" "GO:0005619" "GO:0016021" "GO:0005628" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1301" "LEA1" "GO:0005737" "GO:0005686" "GO:0071004" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1302" "LEM3" "GO:0005737" "GO:0005783" "GO:0005886" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1303" "LEO1" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1304" "LEU4" "GO:0005739" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1305" "LEU5" "GO:0005739" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1306" "LHP1" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1307" "LIA1" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1308" "LIF1" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1309" "LIN1" "GO:0000785" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1310" "LIP1" "GO:0005635" "GO:0005789" "GO:0061576" "GO:0005783" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1311" "LNP1" "GO:0071782" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1312" "LOA1" "GO:0005783" "GO:0005811" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1313" "LOC1" "GO:0005634" "GO:0030687" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1314" "LOS1" "GO:0016363" "GO:0005737" "GO:0005739" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1315" "LOT5" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1316" "LOT6" "GO:0005737" "GO:0005829" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1317" "LPD1" "GO:0005739" "GO:0005960" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1318" "LPP1" "GO:0016020" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1319" "LRG1" "GO:0005934" "GO:0005739" "GO:0005935" "GO:0005737" "GO:0043332" "GO:0000131" "GO:0030427" NA NA NA NA NA NA NA NA NA NA NA NA
"1320" "LRO1" "GO:0097038" "GO:0005811" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1321" "LRP1" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1322" "LRS4" "GO:0033551" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1323" "LSB1" "GO:0005737" "GO:0005634" "GO:0030479" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1324" "LSB3" "GO:0005737" "GO:0005739" "GO:0005935" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1325" "LSB5" "GO:0005938" "GO:0005737" "GO:0030479" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1326" "LSB6" "GO:0000329" "GO:0005886" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1327" "LSC1" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1328" "LSG1" "GO:0005737" "GO:0043332" "GO:0022625" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1329" "LSM1" "GO:0005737" "GO:0000932" "GO:0005845" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1330" "LSM12" "GO:0010494" "GO:0005737" "GO:0005840" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1331" "LSM2" "GO:0005634" "GO:0005732" "GO:0005737" "GO:0000932" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1332" "LSM3" "GO:0005737" "GO:0005634" "GO:0005732" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1333" "LSM4" "GO:0005737" "GO:0005634" "GO:0000932" "GO:0005732" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1334" "LSM5" "GO:0005688" "GO:0046540" "GO:0005732" "GO:0005730" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1335" "LSM6" "GO:0005688" "GO:0046540" "GO:0005732" "GO:0005730" "GO:0000932" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1336" "LSM7" "GO:0005634" "GO:0005737" "GO:0005732" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1337" "LSM8" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1338" "LSP1" "GO:0005737" "GO:0032126" "GO:0005739" "GO:0005886" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1339" "LST8" "GO:0000139" "GO:0010008" "GO:0031234" "GO:0031931" "GO:0031932" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1340" "LTO1" "GO:0005737" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1341" "LTP1" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1342" "LTV1" "GO:0030688" "GO:0005737" "GO:0031902" "GO:0005634" "GO:0034448" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1343" "LUC7" "GO:0005634" "GO:0005829" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1344" "LYP1" "GO:0016021" "GO:0005739" "GO:0005886" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1345" "LYS20" "GO:0005739" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1346" "MAD1" "GO:0005634" "GO:0000776" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1347" "MAD2" "GO:0000778" "GO:0005643" "GO:0033597" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1348" "MAF1" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1349" "MAK10" "GO:0005737" "GO:0031417" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1350" "MAK16" "GO:0005730" "GO:0030687" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1351" "MAK21" "GO:0030687" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1352" "MAL11" "GO:0005886" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1353" "MAL61" "GO:0005886" "GO:0016021" "GO:0000324" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1354" "MAM1" "GO:0000777" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1355" "MAM3" "GO:0000329" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1356" "MAM33" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1357" "MAP2" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1358" "MAS1" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1359" "MAS2" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1360" "MBA1" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1361" "MBF1" "GO:0005739" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1362" "MBP1" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1363" "MCA1" "GO:0005829" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1364" "MCD1" "GO:0005739" "GO:0005634" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1365" "MCD4" "GO:0016021" "GO:0005783" "GO:0000324" "GO:0009277" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1366" "MCH1" "GO:0016021" "GO:0000329" "GO:0016020" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1367" "MCH2" "GO:0016021" "GO:0016020" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1368" "MCH4" "GO:0000329" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1369" "MCH5" "GO:0016021" "GO:0005886" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1370" "MCM1" "GO:0005634" "GO:0005829" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1371" "MCM10" "GO:0005634" "GO:0005657" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1372" "MCM2" "GO:0042555" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1373" "MCM21" "GO:0000778" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1374" "MCM3" "GO:0005634" "GO:0042555" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1375" "MCM4" "GO:0005634" "GO:0042555" "GO:0005737" "GO:0097373" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1376" "MCM5" "GO:0005634" "GO:0005737" "GO:0042555" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1377" "MCM6" "GO:0005634" "GO:0097373" "GO:0042555" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1378" "MCM7" "GO:0005634" "GO:0005737" "GO:0042555" "GO:0097373" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1379" "MCP1" "GO:0005739" "GO:0016021" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1380" "MCP2" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1381" "MCR1" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1382" "MCX1" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1383" "MDG1" "GO:0005886" "GO:0045121" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1384" "MDH1" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1385" "MDH2" "GO:0005829" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1386" "MDH3" "GO:1990429" "GO:0005777" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1387" "MDJ1" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1388" "MDJ2" "GO:0005743" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1389" "MDL1" "GO:0005739" "GO:0016021" "GO:0005886" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1390" "MDL2" "GO:0005739" "GO:0016021" "GO:0005886" "GO:0005774" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1391" "MDM1" "GO:0005737" "GO:0016021" "GO:0005882" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1392" "MDM10" "GO:0005741" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1393" "MDM12" "GO:0005739" "GO:0005886" "GO:0005634" "GO:0005737" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1394" "MDM30" "GO:0005739" "GO:0019005" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1395" "MDM31" "GO:0005634" "GO:0005743" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1396" "MDM32" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1397" "MDM34" "GO:0005737" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1398" "MDM35" "GO:0005737" "GO:0005634" "GO:0005758" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1399" "MDM36" "GO:0005737" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1400" "MDM38" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1401" "MDN1" "GO:0005739" "GO:0005634" "GO:0030687" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1402" "MDS3" "GO:0005737" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1403" "MDV1" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1404" "MDY2" "GO:0005634" "GO:0005737" "GO:0005840" "GO:0072380" "GO:0010494" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1405" "MEC1" "GO:0005634" "GO:0005739" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
