"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"568" "DBR1" "GO:0032197" "GO:0016070" "GO:0007124" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"569" "DCC1" "GO:0006974" "GO:0035753" "GO:0007064" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"570" "DCD1" "GO:0009177" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"571" "DCN1" "GO:0032446" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"572" "DCP2" "GO:0016070" "GO:0034063" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"573" "DCR2" "GO:0007089" "GO:0006470" "GO:0030968" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"574" "DCS1" "GO:0016070" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"575" "DCW1" "GO:0007117" "GO:0009272" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"576" "DDC1" "GO:0000075" "GO:0007126" "GO:0000725" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"577" "DDI1" "GO:0009306" "GO:0006511" "GO:0016192" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"578" "DDP1" "GO:0046434" "GO:0006798" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"579" "DDR2" "GO:0034605" "GO:0006974" "GO:0070301" "GO:0009267" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"580" "DED1" "GO:0010467" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"581" "DEF1" "GO:0044267" "GO:0006974" "GO:0000723" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"582" "DEG1" "GO:0031119" "GO:1990481" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"583" "DEP1" "GO:2000112" "GO:0016575" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"584" "DER1" "GO:0006886" "GO:0030433" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"585" "DET1" "GO:0032366" "GO:0016311" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"586" "DFG10" "GO:0007124" "GO:0016093" "GO:0006488" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"587" "DFG16" "GO:0016485" "GO:0007124" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"588" "DFG5" "GO:0009272" "GO:0007124" "GO:0007117" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"589" "DFM1" "GO:0030968" "GO:0030433" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"590" "DFR1" "GO:0006760" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"591" "DGA1" "GO:0019432" "GO:0019915" "GO:0006672" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"592" "DHH1" "GO:0022618" "GO:0000290" "GO:0017148" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"593" "DHR2" "GO:0042254" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"594" "DIA1" "GO:0070783" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"595" "DIA2" "GO:0044267" "GO:0001403" "GO:2000112" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"596" "DIA3" "GO:0070783" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"597" "DIA4" "GO:0070783" "GO:0070158" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"598" "DID2" "GO:0007034" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"599" "DID4" "GO:0070676" "GO:0043162" "GO:0045053" "GO:0045324" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"600" "DIE2" "GO:1901137" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"601" "DIG1" "GO:0070785" "GO:1900240" "GO:0046020" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"602" "DIG2" "GO:0070785" "GO:0046020" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"603" "DIM1" "GO:0006364" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"604" "DIP2" "GO:0006364" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"605" "DIS3" "GO:0016070" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"606" "DLD1" "GO:0009060" "GO:0044262" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"607" "DLD3" "GO:0006089" "GO:0030447" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"608" "DMA1" "GO:0000278" "GO:0016567" "GO:0031106" "GO:0097271" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"609" "DMA2" "GO:0000278" "GO:0016567" "GO:0031106" "GO:0097271" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"610" "DMC1" "GO:0007131" "GO:0000709" "GO:0007126" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"611" "DML1" "GO:0006276" "GO:0000002" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"612" "DNA2" "GO:0006259" "GO:0001302" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"613" "DNF1" "GO:0045332" "GO:0006886" "GO:0007163" "GO:0006897" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"614" "DNF2" "GO:0045332" "GO:0006897" "GO:0007163" "GO:0006886" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"615" "DNF3" "GO:0045332" "GO:0006886" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"616" "DNL4" "GO:0006259" "GO:0001302" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"617" "DNM1" "GO:0000266" "GO:0051646" "GO:0051260" "GO:0007005" "GO:0016559" "GO:0007031" "GO:0001300" NA NA NA NA NA NA NA NA NA NA NA NA
"618" "DOA1" "GO:0006511" "GO:0006303" "GO:0010992" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"619" "DOA4" "GO:0010995" "GO:0010992" "GO:0006511" "GO:0070676" "GO:0006275" "GO:0006897" NA NA NA NA NA NA NA NA NA NA NA NA NA
"620" "DOC1" "GO:0043161" "GO:0031497" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"621" "DOM34" "GO:0032790" "GO:0006401" "GO:0045727" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"622" "DON1" "GO:0030476" "GO:0007126" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"623" "DOP1" "GO:0000902" "GO:0006895" "GO:0007029" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"624" "DOT1" "GO:0006974" "GO:0006348" "GO:0034729" "GO:0051598" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"625" "DOT5" "GO:0045454" "GO:0034599" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"626" "DOT6" "GO:0006355" "GO:0030447" "GO:0009826" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"627" "DPB11" "GO:0031570" "GO:0006259" "GO:0001934" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"628" "DPB2" "GO:0070868" "GO:0006259" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"629" "DPB3" "GO:0070868" "GO:0006259" "GO:0090399" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"630" "DPB4" "GO:0006325" "GO:0006259" "GO:0090399" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"631" "DPL1" "GO:0006665" "GO:0009267" "GO:0019722" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"632" "DPM1" "GO:0006464" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"633" "DRS1" "GO:0042254" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"634" "DRS2" "GO:0032456" "GO:0006892" "GO:0006897" "GO:0045332" "GO:0006886" "GO:0000028" NA NA NA NA NA NA NA NA NA NA NA NA NA
"635" "DSE1" "GO:0001403" "GO:0010969" "GO:0007109" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"636" "DSE2" "GO:0007124" "GO:0007109" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"637" "DSK2" "GO:0030474" "GO:0030433" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"638" "DSL1" "GO:0006890" "GO:0032581" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"639" "DSN1" "GO:0007059" "GO:0051456" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"640" "DST1" "GO:0010467" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"641" "DTD1" "GO:0019478" "GO:0006399" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"642" "DTR1" "GO:0030476" "GO:0015837" "GO:0055085" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"643" "DUN1" "GO:0006468" "GO:0000077" "GO:0048478" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"644" "DUO1" "GO:0051495" "GO:0008608" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"645" "DUR1,2" "GO:0043605" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"646" "DUR3" "GO:0015848" "GO:0015847" "GO:0043419" "GO:0015840" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"647" "DUT1" "GO:0009204" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"648" "DYN1" "GO:0000278" "GO:0030473" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"649" "DYN2" "GO:2000582" "GO:0040001" "GO:0030473" "GO:0051292" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"650" "EAF1" "GO:0043623" "GO:0006281" "GO:0016568" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"651" "EAF3" "GO:0016575" "GO:0034645" "GO:0006281" "GO:0016573" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"652" "EAF6" "GO:0016573" "GO:0006281" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"653" "EAF7" "GO:0006281" "GO:0006357" "GO:0016573" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"654" "EAP1" "GO:0017148" "GO:0006402" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"655" "EBP2" "GO:0006364" "GO:0000280" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"656" "EBS1" "GO:0017148" "GO:0090304" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"657" "ECM10" "GO:0006626" "GO:0042026" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"658" "ECM11" "GO:0070193" "GO:0007131" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"659" "ECM16" "GO:0042254" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"660" "ECM22" "GO:0045944" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"661" "ECM38" "GO:0006805" "GO:0006751" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"662" "ECO1" "GO:0006259" "GO:0007067" "GO:0032200" "GO:0051276" "GO:0070058" "GO:0018393" NA NA NA NA NA NA NA NA NA NA NA NA NA
"663" "EDC1" "GO:0000290" "GO:0032056" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"664" "EDC2" "GO:0032056" "GO:0000290" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"665" "EDC3" "GO:0033962" "GO:0000956" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"666" "EDE1" "GO:0006897" "GO:0032467" "GO:0030968" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"667" "EEB1" "GO:0051791" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"668" "EFB1" "GO:0006412" "GO:0032232" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"669" "EFG1" "GO:0000462" "GO:0000321" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"670" "EFM2" "GO:0044267" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"671" "EFM4" "GO:0016192" "GO:0018022" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"672" "EFT1" "GO:0006412" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"673" "EFT2" "GO:0006414" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"674" "EGD1" "GO:0006620" "GO:0051083" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"675" "EGD2" "GO:0006620" "GO:0051083" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"676" "EHD3" "GO:0006635" "GO:0008150" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"677" "EHT1" "GO:0044255" "GO:0051791" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"678" "EKI1" "GO:0046474" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"679" "ELC1" "GO:0042787" "GO:0070911" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"680" "ELF1" "GO:0006351" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"681" "ELG1" "GO:0006259" "GO:0090618" "GO:0010526" "GO:0007064" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"682" "ELM1" "GO:0006468" "GO:0000902" "GO:0000278" "GO:0006006" "GO:0042493" "GO:0006970" "GO:0007124" "GO:0007117" NA NA NA NA NA NA NA NA NA NA NA
"683" "ELO2" "GO:0008610" "GO:0016192" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"684" "ELO3" "GO:0008610" "GO:0006892" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"685" "ELP2" "GO:0043412" "GO:0006357" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"686" "ELP3" "GO:0016070" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"687" "ELP4" "GO:0016070" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"688" "ELP6" "GO:0016070" "GO:0032447" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"689" "EMG1" "GO:0042254" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"690" "EMI1" "GO:0033108" "GO:0045944" "GO:0030437" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"691" "EMI2" "GO:0045944" "GO:0030437" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"692" "EMP24" "GO:0006888" "GO:0006621" "GO:0016050" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"693" "EMP70" "GO:0070783" "GO:0006878" "GO:0016197" "GO:0007034" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"694" "ENA1" "GO:0055085" "GO:0009268" "GO:0009651" "GO:0006972" "GO:0042149" "GO:0030001" NA NA NA NA NA NA NA NA NA NA NA NA NA
"695" "ENA2" "GO:0055085" "GO:0030001" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"696" "ENA5" "GO:0006814" "GO:0055085" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"697" "ENA6" "GO:0055085" "GO:0006814" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"698" "END3" "GO:0007121" "GO:0030036" "GO:0006897" "GO:0030476" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"699" "ENO1" "GO:0032889" "GO:0006006" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"700" "ENO2" "GO:0032889" "GO:0006006" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"701" "ENP1" "GO:0006364" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"702" "ENP2" "GO:0042254" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"703" "ENS2" "GO:0090304" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"704" "ENT1" "GO:0030036" "GO:0006897" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"705" "ENT2" "GO:0030036" "GO:0006897" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"706" "ENT3" "GO:0030036" "GO:0016482" "GO:0071985" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"707" "ENT4" "GO:0006897" "GO:0030036" "GO:0090002" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"708" "ENT5" "GO:0016482" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"709" "ENV11" "GO:0006624" "GO:0007033" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"710" "ENV7" "GO:0006624" "GO:0032889" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"711" "ENV9" "GO:0006624" "GO:0007033" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"712" "EOS1" "GO:0006487" "GO:0034599" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"713" "EPL1" "GO:0006357" "GO:0016239" "GO:0006281" "GO:0016573" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"714" "EPS1" "GO:0006621" "GO:0030433" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"715" "EPT1" "GO:0046474" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"716" "ERB1" "GO:0042254" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"717" "ERD1" "GO:0006621" "GO:0006486" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"718" "ERD2" "GO:0006888" "GO:0006621" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"719" "ERF2" "GO:0018345" "GO:0006612" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"720" "ERG12" "GO:0006696" "GO:0008299" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"721" "ERG20" "GO:0008299" "GO:0006696" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"722" "ERG29" "GO:0007005" "GO:0006879" "GO:0006696" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"723" "ERG8" "GO:0006796" "GO:0006696" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"724" "ERI1" "GO:0006506" "GO:0007265" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"725" "ERO1" "GO:0006457" "GO:0055114" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"726" "ERS1" "GO:0015811" "GO:0055085" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"727" "ERT1" "GO:0006357" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"728" "ERV1" "GO:0034599" "GO:0045041" "GO:0006879" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"729" "ERV14" "GO:0006888" "GO:0007120" "GO:0030437" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"730" "ERV15" "GO:0006888" "GO:0007120" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"731" "ESA1" "GO:0051726" "GO:0018394" "GO:0006351" "GO:0006281" "GO:0016239" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"732" "ESC1" "GO:0060969" "GO:0006348" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"733" "ESC2" "GO:0033235" "GO:0030466" "GO:0007064" "GO:0006974" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"734" "ESF2" "GO:0042274" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"735" "ESP1" "GO:0000278" "GO:0034048" "GO:0006915" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"736" "ESS1" "GO:0010467" "GO:0006464" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"737" "EST1" "GO:0006259" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"738" "EST2" "GO:0007004" "GO:0001302" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"739" "ETR1" "GO:0009060" "GO:0006633" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"740" "EXG1" "GO:0006073" "GO:0031505" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"741" "EXO1" "GO:0006259" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"742" "EXO70" "GO:0006887" "GO:0051601" "GO:0006893" "GO:0007266" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"743" "EXO84" "GO:0034622" "GO:0006887" "GO:0006893" "GO:0051601" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"744" "FAA1" "GO:0015909" "GO:0035336" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"745" "FAA4" "GO:0015909" "GO:0035336" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"746" "FAP7" "GO:0042254" "GO:0034599" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"747" "FAR1" "GO:0000751" "GO:0000750" "GO:0051457" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"748" "FAR11" "GO:0031573" "GO:0016239" "GO:0000321" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"749" "FAT1" "GO:0000038" "GO:0015909" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"750" "FBA1" "GO:0006006" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"751" "FBP1" "GO:0072593" "GO:0006094" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"752" "FCF1" "GO:0000479" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"753" "FCF2" "GO:0000479" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"754" "FCP1" "GO:0006357" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"755" "FCY1" "GO:0072527" "GO:0008655" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"756" "FCY2" "GO:0015861" "GO:0015856" "GO:0072530" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"757" "FCY21" "GO:0072530" "GO:0015856" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"758" "FCY22" "GO:0072530" "GO:0015856" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"759" "FEN2" "GO:0015887" "GO:0006897" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"760" "FES1" "GO:0044267" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"761" "FET3" "GO:0034220" "GO:0046688" "GO:0033215" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"762" "FET4" "GO:0000041" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"763" "FHL1" "GO:0006355" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"764" "FIG1" "GO:0000755" "GO:0000753" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"765" "FIG2" "GO:0001403" "GO:0044182" "GO:0000755" "GO:0000753" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"766" "FIN1" "GO:0045104" "GO:0071174" "GO:0043148" "GO:0000070" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"767" "FIP1" "GO:0006397" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"768" "FIR1" "GO:0043631" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"769" "FIS1" "GO:0000266" "GO:0007031" "GO:0001300" "GO:0016559" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"770" "FKH1" "GO:0010467" "GO:0006259" "GO:0071406" "GO:0007005" "GO:0006338" "GO:2000221" NA NA NA NA NA NA NA NA NA NA NA NA NA
"771" "FKH2" "GO:0034645" "GO:0007005" "GO:0006338" "GO:2000221" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"772" "FKS1" "GO:0045807" "GO:0006075" "GO:0008361" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"773" "FLC1" "GO:0009272" "GO:0006457" "GO:0015883" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"774" "FLC2" "GO:0009272" "GO:0055085" "GO:0015883" "GO:0006457" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"775" "FLC3" "GO:0055085" "GO:0015883" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"776" "FLO1" "GO:0034605" "GO:1901701" "GO:0000128" "GO:0000501" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"777" "FLO10" "GO:0001403" "GO:0000501" "GO:0044182" "GO:0000128" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"778" "FLO11" "GO:0030447" "GO:0016337" "GO:0000128" "GO:0070783" "GO:0090606" "GO:0044010" NA NA NA NA NA NA NA NA NA NA NA NA NA
"779" "FLO5" "GO:0000128" "GO:0031589" "GO:0000501" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"780" "FLO8" "GO:1900189" "GO:0045944" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"781" "FLO9" "GO:0000501" "GO:0031589" "GO:0000128" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"782" "FMP30" "GO:0070291" "GO:0070292" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"783" "FMP45" "GO:0031505" "GO:0030437" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"784" "FMS1" "GO:0015940" "GO:0046208" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"785" "FOB1" "GO:0007059" "GO:2000113" "GO:0001302" "GO:0007580" "GO:0006259" "GO:0034503" NA NA NA NA NA NA NA NA NA NA NA NA NA
"786" "FPK1" "GO:0061092" "GO:0006468" "GO:0019236" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"787" "FPR1" "GO:1901710" "GO:0006325" "GO:0044267" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"788" "FPR2" "GO:0008150" "GO:0018208" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"789" "FPR3" "GO:0051598" "GO:0018208" "GO:0006334" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"790" "FPR4" "GO:0006325" "GO:0018208" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
