	rules	support	confidence	lift
83	{GO:0031931} => {GO:0031234}	0.00108459869848156	0.8	421.485714285714
3	{GO:0005655} => {GO:0000172}	0.00108459869848156	1	409.777777777778
22	{GO:0005868} => {GO:0005881}	0.00108459869848156	1	409.777777777778
57	{GO:1990070} => {GO:1990071}	0.00162689804772234	1	368.8
128	{GO:1990070,GO:1990072} => {GO:1990071}	0.00162689804772234	1	368.8
144	{GO:0005829,GO:0016282} => {GO:0033290}	0.00108459869848156	1	368.8
82	{GO:1990072} => {GO:1990071}	0.00162689804772234	0.857142857142857	316.114285714286
52	{GO:0005852} => {GO:0043614}	0.00135574837310195	0.833333333333333	307.333333333333
27	{GO:1990415} => {GO:0005778}	0.00108459869848156	1	307.333333333333
186	{GO:0046540,GO:0071004} => {GO:0005682}	0.00108459869848156	1	307.333333333333
188	{GO:0005685,GO:0046540} => {GO:0005682}	0.00162689804772234	1	307.333333333333
305	{GO:0005685,GO:0046540,GO:0071004} => {GO:0005682}	0.00108459869848156	1	307.333333333333
29	{GO:0000176} => {GO:0000177}	0.00135574837310195	0.833333333333333	279.393939393939
99	{GO:0000837} => {GO:0000839}	0.00189804772234273	0.875	268.916666666667
184	{GO:0005682,GO:0071004} => {GO:0005685}	0.00108459869848156	1	263.428571428571
189	{GO:0046540,GO:0071004} => {GO:0005685}	0.00108459869848156	1	263.428571428571
304	{GO:0005682,GO:0046540,GO:0071004} => {GO:0005685}	0.00108459869848156	1	263.428571428571
7	{GO:0005664} => {GO:0044451}	0.00135574837310195	1	245.866666666667
43	{GO:0005686} => {GO:0071004}	0.00189804772234273	0.875	230.5
88	{GO:0019773} => {GO:0042175}	0.00189804772234273	1	216.941176470588
173	{GO:0019773,GO:0034515} => {GO:0042175}	0.00189804772234273	1	216.941176470588
176	{GO:0005634,GO:0019773} => {GO:0042175}	0.00189804772234273	1	216.941176470588
178	{GO:0005737,GO:0019773} => {GO:0042175}	0.00135574837310195	1	216.941176470588
185	{GO:0005682,GO:0071004} => {GO:0046540}	0.00108459869848156	1	216.941176470588
187	{GO:0005682,GO:0005685} => {GO:0046540}	0.00162689804772234	1	216.941176470588
232	{GO:0030134,GO:0030176} => {GO:0030173}	0.00108459869848156	1	216.941176470588
292	{GO:0005634,GO:0019773,GO:0034515} => {GO:0042175}	0.00189804772234273	1	216.941176470588
295	{GO:0005737,GO:0019773,GO:0034515} => {GO:0042175}	0.00135574837310195	1	216.941176470588
298	{GO:0005634,GO:0005737,GO:0019773} => {GO:0042175}	0.00135574837310195	1	216.941176470588
303	{GO:0005682,GO:0005685,GO:0071004} => {GO:0046540}	0.00108459869848156	1	216.941176470588
417	{GO:0005634,GO:0005737,GO:0019773,GO:0034515} => {GO:0042175}	0.00135574837310195	1	216.941176470588
91	{GO:0005682} => {GO:0046540}	0.00298264642082429	0.916666666666667	198.862745098039
239	{GO:0005737,GO:0034515} => {GO:0042175}	0.00135574837310195	0.833333333333333	180.78431372549
352	{GO:0005634,GO:0005737,GO:0034515} => {GO:0042175}	0.00135574837310195	0.833333333333333	180.78431372549
84	{GO:0019774} => {GO:0034515}	0.00189804772234273	1	160.347826086957
89	{GO:0019773} => {GO:0034515}	0.00189804772234273	1	160.347826086957
156	{GO:0005789,GO:0019774} => {GO:0034515}	0.00189804772234273	1	160.347826086957
159	{GO:0005634,GO:0019774} => {GO:0034515}	0.00189804772234273	1	160.347826086957
172	{GO:0019773,GO:0042175} => {GO:0034515}	0.00189804772234273	1	160.347826086957
180	{GO:0005634,GO:0019773} => {GO:0034515}	0.00189804772234273	1	160.347826086957
181	{GO:0005737,GO:0019773} => {GO:0034515}	0.00135574837310195	1	160.347826086957
285	{GO:0005634,GO:0005789,GO:0019774} => {GO:0034515}	0.00189804772234273	1	160.347826086957
291	{GO:0005634,GO:0019773,GO:0042175} => {GO:0034515}	0.00189804772234273	1	160.347826086957
294	{GO:0005737,GO:0019773,GO:0042175} => {GO:0034515}	0.00135574837310195	1	160.347826086957
301	{GO:0005634,GO:0005737,GO:0019773} => {GO:0034515}	0.00135574837310195	1	160.347826086957
416	{GO:0005634,GO:0005737,GO:0019773,GO:0042175} => {GO:0034515}	0.00135574837310195	1	160.347826086957
231	{GO:0030173,GO:0030176} => {GO:0030134}	0.00108459869848156	0.8	155.284210526316
238	{GO:0005634,GO:0042175} => {GO:0034515}	0.00189804772234273	0.875	140.304347826087
116	{GO:0000235,GO:0005869} => {GO:0005938}	0.00108459869848156	1	136.592592592593
123	{GO:0005816,GO:0005869} => {GO:0005938}	0.00108459869848156	1	136.592592592593
276	{GO:0000235,GO:0005816,GO:0005869} => {GO:0005938}	0.00108459869848156	1	136.592592592593
351	{GO:0005634,GO:0005737,GO:0042175} => {GO:0034515}	0.00135574837310195	0.833333333333333	133.623188405797
47	{GO:0005869} => {GO:0005938}	0.00108459869848156	0.8	109.274074074074
78	{GO:0000235} => {GO:0005938}	0.00108459869848156	0.8	109.274074074074
152	{GO:0000235,GO:0005816} => {GO:0005938}	0.00108459869848156	0.8	109.274074074074
23	{GO:0044611} => {GO:0005643}	0.00108459869848156	1	89.9512195121951
97	{GO:0044613} => {GO:0005643}	0.00298264642082429	1	89.9512195121951
111	{GO:0016021,GO:0044611} => {GO:0005643}	0.00108459869848156	1	89.9512195121951
143	{GO:0016021,GO:0031080} => {GO:0005643}	0.00135574837310195	1	89.9512195121951
208	{GO:0016021,GO:0044613} => {GO:0005643}	0.00298264642082429	1	89.9512195121951
79	{GO:0000235} => {GO:0005816}	0.00135574837310195	1	76.8333333333333
119	{GO:0000235,GO:0005869} => {GO:0005816}	0.00108459869848156	1	76.8333333333333
122	{GO:0005869,GO:0005938} => {GO:0005816}	0.00108459869848156	1	76.8333333333333
151	{GO:0000235,GO:0005938} => {GO:0005816}	0.00108459869848156	1	76.8333333333333
275	{GO:0000235,GO:0005869,GO:0005938} => {GO:0005816}	0.00108459869848156	1	76.8333333333333
68	{GO:0031080} => {GO:0005643}	0.00135574837310195	0.833333333333333	74.9593495934959
53	{GO:0044614} => {GO:0005643}	0.00108459869848156	0.8	71.9609756097561
127	{GO:0016021,GO:0044614} => {GO:0005643}	0.00108459869848156	0.8	71.9609756097561
167	{GO:0030686,GO:0033553} => {GO:0032040}	0.00135574837310195	1	69.5849056603774
289	{GO:0005730,GO:0030686,GO:0033553} => {GO:0032040}	0.00108459869848156	1	69.5849056603774
210	{GO:0000131,GO:0000145} => {GO:0005628}	0.00162689804772234	1	63.5862068965517
212	{GO:0000145,GO:0005934} => {GO:0005628}	0.00189804772234273	1	63.5862068965517
216	{GO:0000145,GO:0005935} => {GO:0005628}	0.00189804772234273	1	63.5862068965517
322	{GO:0000131,GO:0000145,GO:0005934} => {GO:0005628}	0.00162689804772234	1	63.5862068965517
